api_name,custom,category,deprecated_name,description
promotionViews,False,Ecommerce,itemPromotionViews,The number of times an item promotion was viewed. This metric counts the occurrence of the `view_promotion` event.
publisherAdClicks,False,Other,,The number of ad_click events.
publisherAdImpressions,False,Other,,The number of ad_impression events.
purchaseRevenue,False,Ecommerce,,"The sum of revenue from purchases minus refunded transaction revenue made in your app or site. Purchase revenue sums the revenue for these events: `purchase`, `ecommerce_purchase`, `in_app_purchase`, `app_store_subscription_convert`, and `app_store_subscription_renew`. Purchase revenue is specified by the `value` parameter in tagging."
purchaserRate,False,User,purchaserConversionRate,"The percentage of active users who made 1 or more purchase transactions. This metric is returned as a fraction; for example, 0.412 means 41.2% of users were purchasers."
purchaseToViewRate,False,Other,,"The number of users who purchased a product(s) divided by the number of users who viewed the same product(s). This metric is returned as a fraction; for example, 0.128 means 12.8% of users that viewed a product(s) also purchased the same product(s)."
refundAmount,False,Ecommerce,,The total refunded transaction revenues. Refund amount sums refunded revenue for the `refund` and `app_store_refund` events.
returnOnAdSpend,False,Other,,Return On Ad Spend (ROAS) is total revenue divided by advertiser ad cost.
screenPageViews,False,Page / Screen,,The number of app screens or web pages your users viewed. Repeated views of a single page or screen are counted. (screen_view + page_view events).
screenPageViewsPerSession,False,Page / Screen,,The number of app screens or web pages your users viewed per session. Repeated views of a single page or screen are counted. (screen_view + page_view events) / sessions.
screenPageViewsPerUser,False,Page / Screen,,The number of app screens or web pages your users viewed per active user. Repeated views of a single page or screen are counted. (screen_view + page_view events) / active users.
scrolledUsers,False,Other,,The number of unique users who scrolled down at least 90% of the page.
sessionKeyEventRate,False,Session,sessionConversionRate,The percentage of sessions in which any key event was triggered.
sessions,False,Session,,The number of sessions that began on your site or app (event triggered: session_start).
sessionsPerUser,False,Session,,The average number of sessions per user (Sessions divided by Active Users).
shippingAmount,False,Ecommerce,,Shipping amount associated with a transaction. Populated by the `shipping` event parameter.
taxAmount,False,Ecommerce,,Tax amount associated with a transaction. Populated by the `tax` event parameter.
totalAdRevenue,False,Revenue,,The total advertising revenue from both Admob and third-party sources.
totalPurchasers,False,User,,The number of users that logged purchase events for the time period selected.
totalRevenue,False,Revenue,,"The sum of revenue from purchases, subscriptions, and advertising (Purchase revenue plus Subscription revenue plus Ad revenue) minus refunded transaction revenue."
totalUsers,False,User,,"The number of distinct users who have logged at least one event, regardless of whether the site or app was in use when that event was logged."
transactions,False,Ecommerce,,"The count of transaction events with purchase revenue. Transaction events are in_app_purchase, ecommerce_purchase, purchase, app_store_subscription_renew, app_store_subscription_convert, and refund."
transactionsPerPurchaser,False,Ecommerce,,The average number of transactions per purchaser.
userEngagementDuration,False,User,,The total amount of time (in seconds) your website or app was in the foreground of users` devices.
userKeyEventRate,False,User,userConversionRate,The percentage of users who triggered any key event.
wauPerMau,False,User,,"The rolling percent of 30-day active users who are also 7-day active users. This metric is returned as a fraction; for example, 0.234 means 23.4% of 30-day active users were also 7-day active users."
averageCustomEvent:currency,True,Event-scoped Custom Metric,,The average of an event scoped custom metric for your Analytics property.
averageCustomEvent:search_total,True,Event-scoped Custom Metric,,The average of an event scoped custom metric for your Analytics property.
averageCustomEvent:value,True,Event-scoped Custom Metric,,The average of an event scoped custom metric for your Analytics property.
countCustomEvent:currency,True,Event-scoped Custom Metric,,The number of occurrences of an event scoped custom metric for your Analytics property.
countCustomEvent:search_total,True,Event-scoped Custom Metric,,The number of occurrences of an event scoped custom metric for your Analytics property.
countCustomEvent:value,True,Event-scoped Custom Metric,,The number of occurrences of an event scoped custom metric for your Analytics property.
customEvent:currency,True,Event-scoped Custom Metric,,An event scoped custom metric for your Analytics property.
customEvent:search_total,True,Event-scoped Custom Metric,,An event scoped custom metric for your Analytics property.
customEvent:value,True,Event-scoped Custom Metric,,An event scoped custom metric for your Analytics property.
keyEvents:add_to_cart,False,Event,conversions:add_to_cart,The count of a specific key event.
keyEvents:add_to_wishlist,False,Event,conversions:add_to_wishlist,The count of a specific key event.
keyEvents:ads_conversion_Checkout_1,False,Event,conversions:ads_conversion_Checkout_1,The count of a specific key event.
keyEvents:ads_conversion_Checkout_2,False,Event,conversions:ads_conversion_Checkout_2,The count of a specific key event.
keyEvents:app_store_subscription_convert,False,Event,conversions:app_store_subscription_convert,The count of a specific key event.
keyEvents:app_store_subscription_renew,False,Event,conversions:app_store_subscription_renew,The count of a specific key event.
keyEvents:begin_checkout,False,Event,conversions:begin_checkout,The count of a specific key event.
keyEvents:booking,False,Event,conversions:booking,The count of a specific key event.
keyEvents:ecommerce_purchase,False,Event,conversions:ecommerce_purchase,The count of a specific key event.
keyEvents:first_open,False,Event,conversions:first_open,The count of a specific key event.
keyEvents:in_app_purchase,False,Event,conversions:in_app_purchase,The count of a specific key event.
keyEvents:new_website_reservations,False,Event,conversions:new_website_reservations,The count of a specific key event.
keyEvents:purchase,False,Event,conversions:purchase,The count of a specific key event.
keyEvents:reservations,False,Event,conversions:reservations,The count of a specific key event.
keyEvents:session_start,False,Event,conversions:session_start,The count of a specific key event.
keyEvents:view_item,False,Event,conversions:view_item,The count of a specific key event.
keyEvents:view_item_list,False,Event,conversions:view_item_list,The count of a specific key event.
keyEvents:view_search_results,False,Event,conversions:view_search_results,The count of a specific key event.
keyEvents:web_featured_zone_view,False,Event,conversions:web_featured_zone_view,The count of a specific key event.
sessionKeyEventRate:add_to_cart,False,Session,sessionConversionRate:add_to_cart,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:add_to_wishlist,False,Session,sessionConversionRate:add_to_wishlist,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:ads_conversion_Checkout_1,False,Session,sessionConversionRate:ads_conversion_Checkout_1,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:ads_conversion_Checkout_2,False,Session,sessionConversionRate:ads_conversion_Checkout_2,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:app_store_subscription_convert,False,Session,sessionConversionRate:app_store_subscription_convert,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:app_store_subscription_renew,False,Session,sessionConversionRate:app_store_subscription_renew,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:begin_checkout,False,Session,sessionConversionRate:begin_checkout,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:booking,False,Session,sessionConversionRate:booking,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:ecommerce_purchase,False,Session,sessionConversionRate:ecommerce_purchase,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:first_open,False,Session,sessionConversionRate:first_open,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:in_app_purchase,False,Session,sessionConversionRate:in_app_purchase,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:new_website_reservations,False,Session,sessionConversionRate:new_website_reservations,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:purchase,False,Session,sessionConversionRate:purchase,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:reservations,False,Session,sessionConversionRate:reservations,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:session_start,False,Session,sessionConversionRate:session_start,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:view_item,False,Session,sessionConversionRate:view_item,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:view_item_list,False,Session,sessionConversionRate:view_item_list,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:view_search_results,False,Session,sessionConversionRate:view_search_results,The percentage of sessions in which a specific key event was triggered.
sessionKeyEventRate:web_featured_zone_view,False,Session,sessionConversionRate:web_featured_zone_view,The percentage of sessions in which a specific key event was triggered.
userKeyEventRate:add_to_cart,False,User,userConversionRate:add_to_cart,The percentage of users who triggered a specific key event.
userKeyEventRate:add_to_wishlist,False,User,userConversionRate:add_to_wishlist,The percentage of users who triggered a specific key event.
userKeyEventRate:ads_conversion_Checkout_1,False,User,userConversionRate:ads_conversion_Checkout_1,The percentage of users who triggered a specific key event.
userKeyEventRate:ads_conversion_Checkout_2,False,User,userConversionRate:ads_conversion_Checkout_2,The percentage of users who triggered a specific key event.
userKeyEventRate:app_store_subscription_convert,False,User,userConversionRate:app_store_subscription_convert,The percentage of users who triggered a specific key event.
userKeyEventRate:app_store_subscription_renew,False,User,userConversionRate:app_store_subscription_renew,The percentage of users who triggered a specific key event.
userKeyEventRate:begin_checkout,False,User,userConversionRate:begin_checkout,The percentage of users who triggered a specific key event.
userKeyEventRate:booking,False,User,userConversionRate:booking,The percentage of users who triggered a specific key event.
userKeyEventRate:ecommerce_purchase,False,User,userConversionRate:ecommerce_purchase,The percentage of users who triggered a specific key event.
userKeyEventRate:first_open,False,User,userConversionRate:first_open,The percentage of users who triggered a specific key event.
userKeyEventRate:in_app_purchase,False,User,userConversionRate:in_app_purchase,The percentage of users who triggered a specific key event.
userKeyEventRate:new_website_reservations,False,User,userConversionRate:new_website_reservations,The percentage of users who triggered a specific key event.
userKeyEventRate:purchase,False,User,userConversionRate:purchase,The percentage of users who triggered a specific key event.
userKeyEventRate:reservations,False,User,userConversionRate:reservations,The percentage of users who triggered a specific key event.
userKeyEventRate:session_start,False,User,userConversionRate:session_start,The percentage of users who triggered a specific key event.
userKeyEventRate:view_item,False,User,userConversionRate:view_item,The percentage of users who triggered a specific key event.
userKeyEventRate:view_item_list,False,User,userConversionRate:view_item_list,The percentage of users who triggered a specific key event.
userKeyEventRate:view_search_results,False,User,userConversionRate:view_search_results,The percentage of users who triggered a specific key event.
userKeyEventRate:web_featured_zone_view,False,User,userConversionRate:web_featured_zone_view,The percentage of users who triggered a specific key event.
